DAY,ITEM_ID,ITEM_NAME,SHIP_DATE,EXPIRY_DATE,QUANTITY,WEIGHT,PRICE,SHELL_LIFE,DAYS_TO_EXPIRY,LAG_1,LAG_2,ROLLING_MEAN,ROLLING_SD,
30,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,1160,80 gms,80.00,104.00,51,1174,1187,1213.285714,28.44711049,
31,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,1147,80 gms,80.00,104.00,51,1160,1174,1200.285714,29.12452738,
32,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,1132,80 gms,80.00,104.00,51,1147,1160,1187,29.20045662,
33,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,1120,80 gms,80.00,104.00,51,1132,1147,1173,28.63564213,
34,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,1111,80 gms,80.00,104.00,51,1120,1132,1159.857143,28.86421413,
35,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,1098,80 gms,80.00,104.00,51,1111,1120,1147.285714,28.12895475,
36,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,1087,80 gms,80.00,104.00,51,1098,1111,1134.571429,27.28770873,
37,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,1075,80 gms,80.00,104.00,51,1087,1098,1122.142857,26.12424526,
38,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,1062,80 gms,80.00,104.00,51,1075,1087,1110,25.33771892,
39,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,1051,80 gms,80.00,104.00,51,1062,1075,1097.857143,25.01618524,
40,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,1032,80 gms,80.00,104.00,51,1051,1062,1086.285714,25.32267946,
41,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,1021,80 gms,80.00,104.00,51,1032,1051,1073.714286,27.54217545,
42,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,1002,80 gms,80.00,104.00,51,1021,1032,1060.857143,28.23371844,
43,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,984,80 gms,80.00,104.00,51,1002,1021,1047.142857,30.41616112,
44,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,974,80 gms,80.00,104.00,51,984,1002,1032.428571,32.74577399,
45,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,962,80 gms,80.00,104.00,51,974,984,1018,33.11092468,
46,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,951,80 gms,80.00,104.00,51,962,974,1003.714286,32.5305717,
47,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,934,80 gms,80.00,104.00,51,951,962,989.4285714,30.17646513,
48,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,921,80 gms,80.00,104.00,51,934,951,975.4285714,29.86557183,
49,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,912,80 gms,80.00,104.00,51,921,934,961.1428571,28.31035483,
50,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,903,80 gms,80.00,104.00,51,912,921,948.2857143,27.07221383,
51,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,888,80 gms,80.00,104.00,51,903,912,936.7142857,26.56886828,
52,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,841,80 gms,80.00,104.00,51,888,903,924.4285714,26.33664837,
53,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,823,80 gms,80.00,104.00,51,841,888,907.1428571,35.63438682,
54,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,801,80 gms,80.00,104.00,51,823,841,888.8571429,41.70303175,
55,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,783,80 gms,80.00,104.00,51,801,823,869.8571429,47.59001496,
56,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,762,80 gms,80.00,104.00,51,783,801,850.1428571,51.31091038,
57,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,747,80 gms,80.00,104.00,51,762,783,828.7142857,52.4808355,
58,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,720,80 gms,80.00,104.00,51,747,762,806.4285714,48.66161096,
59,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,685,80 gms,80.00,104.00,51,720,747,782.4285714,42.80131284,
60,111,Dairy Milk Nuts and Fruits,2024-07-23,2024-12-25,660,80 gms,80.00,104.00,51,685,720,NA,NA,
1,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1600,1000 ml,70.00,104.00,28,NA,NA,NA,NA,
2,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1636,1000 ml,70.00,104.00,28,1600,NA,NA,NA,
3,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1622,1000 ml,70.00,104.00,28,1636,1600,NA,NA,
4,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1610,1000 ml,70.00,104.00,28,1622,1636,NA,NA,
5,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1600,1000 ml,70.00,104.00,28,1610,1622,NA,NA,
6,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1588,1000 ml,70.00,104.00,28,1600,1610,NA,NA,
7,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1574,1000 ml,70.00,104.00,28,1588,1600,1473.714286,359.1627831,
8,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1562,1000 ml,70.00,104.00,28,1574,1588,1604.285714,20.70196678,
9,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1547,1000 ml,70.00,104.00,28,1562,1574,1598.857143,26.25153057,
10,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1521,1000 ml,70.00,104.00,28,1547,1562,1586.142857,26.81062334,
11,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1500,1000 ml,70.00,104.00,28,1521,1547,1571.714286,31.12723505,
12,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1487,1000 ml,70.00,104.00,28,1500,1521,1556,35.96757799,
13,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1456,1000 ml,70.00,104.00,28,1487,1500,1539.857143,38.21617708,
14,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1423,1000 ml,70.00,104.00,28,1456,1487,1521,42.79408059,
15,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1401,1000 ml,70.00,104.00,28,1423,1456,1499.428571,49.2031745,
16,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1387,1000 ml,70.00,104.00,28,1401,1423,1476.428571,52.59232245,
17,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1365,1000 ml,70.00,104.00,28,1387,1401,1453.571429,51.56826266,
18,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1354,1000 ml,70.00,104.00,28,1365,1387,1431.285714,51.279347,
19,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1341,1000 ml,70.00,104.00,28,1354,1365,1410.428571,48.27648545,
20,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1331,1000 ml,70.00,104.00,28,1341,1354,1389.571429,40.61139882,
21,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1315,1000 ml,70.00,104.00,28,1331,1341,1371.714286,33.37021769,
22,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1301,1000 ml,70.00,104.00,28,1315,1331,1356.285714,30.55440113,
23,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1284,1000 ml,70.00,104.00,28,1301,1315,1342,29.52400154,
24,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1271,1000 ml,70.00,104.00,28,1284,1301,1327.285714,29.02133862,
25,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1258,1000 ml,70.00,104.00,28,1271,1284,1313.857143,30.3777801,
26,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1244,1000 ml,70.00,104.00,28,1258,1271,1300.142857,30.89999229,
27,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1214,1000 ml,70.00,104.00,28,1244,1258,1286.285714,31.27146882,
28,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1201,1000 ml,70.00,104.00,28,1214,1244,1269.571429,34.49085455,
29,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1184,1000 ml,70.00,104.00,28,1201,1214,1253.285714,36.33049355,
30,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1162,1000 ml,70.00,104.00,28,1184,1201,1236.571429,37.61142177,
31,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1138,1000 ml,70.00,104.00,28,1162,1184,1219.142857,40.15149882,
32,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1121,1000 ml,70.00,104.00,28,1138,1162,1200.142857,42.89688633,
33,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1103,1000 ml,70.00,104.00,28,1121,1138,1180.571429,43.35072911,
34,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1084,1000 ml,70.00,104.00,28,1103,1121,1160.428571,41.69275374,
35,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1073,1000 ml,70.00,104.00,28,1084,1103,1141.857143,42.79185503,
36,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1052,1000 ml,70.00,104.00,28,1073,1084,1123.571429,40.59908514,
37,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1034,1000 ml,70.00,104.00,28,1052,1073,1104.714286,38.45219667,
38,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,1004,1000 ml,70.00,104.00,28,1034,1052,1086.428571,37.08035033,
39,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,975,1000 ml,70.00,104.00,28,1004,1034,1067.285714,40.45456005,
40,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,942,1000 ml,70.00,104.00,28,975,1004,1046.428571,45.47107924,
41,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,914,1000 ml,70.00,104.00,28,942,975,1023.428571,52.29358515,
42,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,889,1000 ml,70.00,104.00,28,914,942,999.1428571,58.57311264,
43,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,869,1000 ml,70.00,104.00,28,889,914,972.8571429,61.13490157,
44,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,851,1000 ml,70.00,104.00,28,869,889,946.7142857,60.7775021,
45,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,832,1000 ml,70.00,104.00,28,851,869,920.5714286,56.15709259,
46,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,821,1000 ml,70.00,104.00,28,832,851,896,50.95749863,
47,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,803,1000 ml,70.00,104.00,28,821,832,874,43.92417709,
48,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,781,1000 ml,70.00,104.00,28,803,821,854.1428571,39.22766274,
49,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,743,1000 ml,70.00,104.00,28,781,803,835.1428571,37.57848929,
50,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,714,1000 ml,70.00,104.00,28,743,781,814.2857143,42.85134881,
51,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,698,1000 ml,70.00,104.00,28,714,743,792.1428571,49.41129618,
52,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,651,1000 ml,70.00,104.00,28,698,714,770.2857143,52.76272133,
53,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,634,1000 ml,70.00,104.00,28,651,698,744.4285714,61.16060045,
54,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,607,1000 ml,70.00,104.00,28,634,651,717.7142857,62.95425399,
55,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,574,1000 ml,70.00,104.00,28,607,634,689.7142857,62.28352989,
56,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,542,1000 ml,70.00,104.00,28,574,607,660.1428571,60.84249768,
57,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,514,1000 ml,70.00,104.00,28,542,574,631.4285714,62.62549306,
58,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,487,1000 ml,70.00,104.00,28,514,542,602.8571429,64.27656019,
59,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,451,1000 ml,70.00,104.00,28,487,514,572.7142857,61.64336754,
60,112,Coffee Day Toned Milk,2024-07-23,2024-12-02,425,1000 ml,70.00,104.00,28,451,487,NA,NA,
1,113,Kurnool Sona Rice Packet,2024-07-23,NA,150,25 KG,"1,350.00",104.00,NA,NA,NA,NA,NA,
2,113,Kurnool Sona Rice Packet,2024-07-23,NA,149,25 KG,"1,350.00",104.00,NA,150,NA,NA,NA,
3,113,Kurnool Sona Rice Packet,2024-07-23,NA,149,25 KG,"1,350.00",104.00,NA,149,150,NA,NA,
4,113,Kurnool Sona Rice Packet,2024-07-23,NA,147,25 KG,"1,350.00",104.00,NA,149,149,NA,NA,
5,113,Kurnool Sona Rice Packet,2024-07-23,NA,146,25 KG,"1,350.00",104.00,NA,147,149,NA,NA,
6,113,Kurnool Sona Rice Packet,2024-07-23,NA,145,25 KG,"1,350.00",104.00,NA,146,147,NA,NA,
7,113,Kurnool Sona Rice Packet,2024-07-23,NA,144,25 KG,"1,350.00",104.00,NA,145,146,187.2857143,104.837516,
8,113,Kurnool Sona Rice Packet,2024-07-23,NA,144,25 KG,"1,350.00",104.00,NA,144,145,147.1428571,2.267786838,
9,113,Kurnool Sona Rice Packet,2024-07-23,NA,142,25 KG,"1,350.00",104.00,NA,144,144,146.2857143,2.138089935,
10,113,Kurnool Sona Rice Packet,2024-07-23,NA,141,25 KG,"1,350.00",104.00,NA,142,144,145.2857143,2.288688541,
11,113,Kurnool Sona Rice Packet,2024-07-23,NA,139,25 KG,"1,350.00",104.00,NA,141,142,144.1428571,2.115700942,
12,113,Kurnool Sona Rice Packet,2024-07-23,NA,137,25 KG,"1,350.00",104.00,NA,139,141,143,2.449489743,
13,113,Kurnool Sona Rice Packet,2024-07-23,NA,136,25 KG,"1,350.00",104.00,NA,137,139,141.7142857,2.927700219,
14,113,Kurnool Sona Rice Packet,2024-07-23,NA,134,25 KG,"1,350.00",104.00,NA,136,137,140.4285714,3.207134903,
15,113,Kurnool Sona Rice Packet,2024-07-23,NA,131,25 KG,"1,350.00",104.00,NA,134,136,139,3.559026084,
16,113,Kurnool Sona Rice Packet,2024-07-23,NA,128,25 KG,"1,350.00",104.00,NA,131,134,137.1428571,3.891382421,
17,113,Kurnool Sona Rice Packet,2024-07-23,NA,128,25 KG,"1,350.00",104.00,NA,128,131,135.1428571,4.525062483,
18,113,Kurnool Sona Rice Packet,2024-07-23,NA,127,25 KG,"1,350.00",104.00,NA,128,128,133.2857143,4.38612531,
19,113,Kurnool Sona Rice Packet,2024-07-23,NA,125,25 KG,"1,350.00",104.00,NA,127,128,131.5714286,4.117326918,
20,113,Kurnool Sona Rice Packet,2024-07-23,NA,124,25 KG,"1,350.00",104.00,NA,125,127,129.8571429,3.97611919,
21,113,Kurnool Sona Rice Packet,2024-07-23,NA,124,25 KG,"1,350.00",104.00,NA,124,125,128.1428571,3.436498772,
22,113,Kurnool Sona Rice Packet,2024-07-23,NA,123,25 KG,"1,350.00",104.00,NA,124,124,126.7142857,2.563479778,
23,113,Kurnool Sona Rice Packet,2024-07-23,NA,121,25 KG,"1,350.00",104.00,NA,123,124,125.5714286,2.070196678,
24,113,Kurnool Sona Rice Packet,2024-07-23,NA,120,25 KG,"1,350.00",104.00,NA,121,123,124.5714286,2.370453041,
25,113,Kurnool Sona Rice Packet,2024-07-23,NA,120,25 KG,"1,350.00",104.00,NA,120,121,123.4285714,2.370453041,
26,113,Kurnool Sona Rice Packet,2024-07-23,NA,120,25 KG,"1,350.00",104.00,NA,120,120,122.4285714,2.070196678,
27,113,Kurnool Sona Rice Packet,2024-07-23,NA,120,25 KG,"1,350.00",104.00,NA,120,120,121.7142857,1.889822365,
28,113,Kurnool Sona Rice Packet,2024-07-23,NA,119,25 KG,"1,350.00",104.00,NA,120,120,121.1428571,1.67616342,
29,113,Kurnool Sona Rice Packet,2024-07-23,NA,118,25 KG,"1,350.00",104.00,NA,119,120,120.4285714,1.272418021,
30,113,Kurnool Sona Rice Packet,2024-07-23,NA,118,25 KG,"1,350.00",104.00,NA,118,119,119.7142857,0.951189731,
31,113,Kurnool Sona Rice Packet,2024-07-23,NA,117,25 KG,"1,350.00",104.00,NA,118,118,119.2857143,0.951189731,
32,113,Kurnool Sona Rice Packet,2024-07-23,NA,114,25 KG,"1,350.00",104.00,NA,117,118,118.8571429,1.214985793,
33,113,Kurnool Sona Rice Packet,2024-07-23,NA,114,25 KG,"1,350.00",104.00,NA,114,117,118,2.081665999,
34,113,Kurnool Sona Rice Packet,2024-07-23,NA,114,25 KG,"1,350.00",104.00,NA,114,114,117.1428571,2.340126167,
35,113,Kurnool Sona Rice Packet,2024-07-23,NA,112,25 KG,"1,350.00",104.00,NA,114,114,116.2857143,2.214669706,
36,113,Kurnool Sona Rice Packet,2024-07-23,NA,111,25 KG,"1,350.00",104.00,NA,112,114,115.2857143,2.360387377,
37,113,Kurnool Sona Rice Packet,2024-07-23,NA,110,25 KG,"1,350.00",104.00,NA,111,112,114.2857143,2.497617913,
38,113,Kurnool Sona Rice Packet,2024-07-23,NA,102,25 KG,"1,350.00",104.00,NA,110,111,113.1428571,2.340126167,
39,113,Kurnool Sona Rice Packet,2024-07-23,NA,98,25 KG,"1,350.00",104.00,NA,102,110,111,4.281744193,
40,113,Kurnool Sona Rice Packet,2024-07-23,NA,98,25 KG,"1,350.00",104.00,NA,98,102,108.7142857,6.237368187,
41,113,Kurnool Sona Rice Packet,2024-07-23,NA,98,25 KG,"1,350.00",104.00,NA,98,98,106.4285714,6.876460884,
42,113,Kurnool Sona Rice Packet,2024-07-23,NA,98,25 KG,"1,350.00",104.00,NA,98,98,104.1428571,6.593647737,
43,113,Kurnool Sona Rice Packet,2024-07-23,NA,95,25 KG,"1,350.00",104.00,NA,98,98,102.1428571,5.899959645,
44,113,Kurnool Sona Rice Packet,2024-07-23,NA,94,25 KG,"1,350.00",104.00,NA,95,98,99.85714286,4.913538149,
45,113,Kurnool Sona Rice Packet,2024-07-23,NA,93,25 KG,"1,350.00",104.00,NA,94,95,97.57142857,2.572750983,
46,113,Kurnool Sona Rice Packet,2024-07-23,NA,92,25 KG,"1,350.00",104.00,NA,93,94,96.28571429,2.214669706,
47,113,Kurnool Sona Rice Packet,2024-07-23,NA,92,25 KG,"1,350.00",104.00,NA,92,93,95.42857143,2.572750983,
48,113,Kurnool Sona Rice Packet,2024-07-23,NA,91,25 KG,"1,350.00",104.00,NA,92,92,94.57142857,2.572750983,
49,113,Kurnool Sona Rice Packet,2024-07-23,NA,90,25 KG,"1,350.00",104.00,NA,91,92,93.57142857,2.370453041,
50,113,Kurnool Sona Rice Packet,2024-07-23,NA,89,25 KG,"1,350.00",104.00,NA,90,91,92.42857143,1.718249386,
51,113,Kurnool Sona Rice Packet,2024-07-23,NA,87,25 KG,"1,350.00",104.00,NA,89,90,91.57142857,1.718249386,
52,113,Kurnool Sona Rice Packet,2024-07-23,NA,87,25 KG,"1,350.00",104.00,NA,87,89,90.57142857,2.070196678,
53,113,Kurnool Sona Rice Packet,2024-07-23,NA,85,25 KG,"1,350.00",104.00,NA,87,87,89.71428571,2.138089935,
54,113,Kurnool Sona Rice Packet,2024-07-23,NA,84,25 KG,"1,350.00",104.00,NA,85,87,88.71428571,2.497617913,
55,113,Kurnool Sona Rice Packet,2024-07-23,NA,83,25 KG,"1,350.00",104.00,NA,84,85,87.57142857,2.572750983,
56,113,Kurnool Sona Rice Packet,2024-07-23,NA,82,25 KG,"1,350.00",104.00,NA,83,84,86.42857143,2.572750983,
57,113,Kurnool Sona Rice Packet,2024-07-23,NA,82,25 KG,"1,350.00",104.00,NA,82,83,85.28571429,2.497617913,
58,113,Kurnool Sona Rice Packet,2024-07-23,NA,81,25 KG,"1,350.00",104.00,NA,82,82,84.28571429,2.138089935,
59,113,Kurnool Sona Rice Packet,2024-07-23,NA,81,25 KG,"1,350.00",104.00,NA,81,82,83.42857143,2.070196678,
60,113,Kurnool Sona Rice Packet,2024-07-23,NA,80,25 KG,"1,350.00",104.00,NA,81,81,NA,NA,
1,114,Maggie Noodles,2024-07-23,2024-11-10,800,125 gms,15.00,104.00,6,NA,NA,NA,NA,
2,114,Maggie Noodles,2024-07-23,2024-11-10,784,125 gms,15.00,104.00,6,800,NA,NA,NA,
3,114,Maggie Noodles,2024-07-23,2024-11-10,777,125 gms,15.00,104.00,6,784,800,NA,NA,
4,114,Maggie Noodles,2024-07-23,2024-11-10,768,125 gms,15.00,104.00,6,777,784,NA,NA,
5,114,Maggie Noodles,2024-07-23,2024-11-10,761,125 gms,15.00,104.00,6,768,777,NA,NA,
6,114,Maggie Noodles,2024-07-23,2024-11-10,753,125 gms,15.00,104.00,6,761,768,NA,NA,
7,114,Maggie Noodles,2024-07-23,2024-11-10,747,125 gms,15.00,104.00,6,753,761,674.7142857,262.6986323,
8,114,Maggie Noodles,2024-07-23,2024-11-10,742,125 gms,15.00,104.00,6,747,753,770,18.47520861,
9,114,Maggie Noodles,2024-07-23,2024-11-10,740,125 gms,15.00,104.00,6,742,747,761.7142857,15.55328782,
10,114,Maggie Noodles,2024-07-23,2024-11-10,731,125 gms,15.00,104.00,6,740,742,755.4285714,13.8426532,
11,114,Maggie Noodles,2024-07-23,2024-11-10,725,125 gms,15.00,104.00,6,731,740,748.8571429,12.77273883,
12,114,Maggie Noodles,2024-07-23,2024-11-10,721,125 gms,15.00,104.00,6,725,731,742.7142857,12.36546651,
13,114,Maggie Noodles,2024-07-23,2024-11-10,714,125 gms,15.00,104.00,6,721,725,737,11.73314394,
14,114,Maggie Noodles,2024-07-23,2024-11-10,710,125 gms,15.00,104.00,6,714,721,731.4285714,12.12239172,
15,114,Maggie Noodles,2024-07-23,2024-11-10,704,125 gms,15.00,104.00,6,710,714,726.1428571,12.2668737,
16,114,Maggie Noodles,2024-07-23,2024-11-10,698,125 gms,15.00,104.00,6,704,710,720.7142857,12.48618284,
17,114,Maggie Noodles,2024-07-23,2024-11-10,692,125 gms,15.00,104.00,6,698,704,714.7142857,11.74328582,
18,114,Maggie Noodles,2024-07-23,2024-11-10,687,125 gms,15.00,104.00,6,692,698,709.1428571,11.97815472,
19,114,Maggie Noodles,2024-07-23,2024-11-10,681,125 gms,15.00,104.00,6,687,692,703.7142857,12.20265389,
20,114,Maggie Noodles,2024-07-23,2024-11-10,674,125 gms,15.00,104.00,6,681,687,698,12.12435565,
21,114,Maggie Noodles,2024-07-23,2024-11-10,666,125 gms,15.00,104.00,6,674,681,692.2857143,12.73727189,
22,114,Maggie Noodles,2024-07-23,2024-11-10,661,125 gms,15.00,104.00,6,666,674,686,13.37908816,
23,114,Maggie Noodles,2024-07-23,2024-11-10,652,125 gms,15.00,104.00,6,661,666,679.8571429,13.60672103,
24,114,Maggie Noodles,2024-07-23,2024-11-10,645,125 gms,15.00,104.00,6,652,661,673.2857143,14.46506465,
25,114,Maggie Noodles,2024-07-23,2024-11-10,639,125 gms,15.00,104.00,6,645,652,666.5714286,15.2190357,
26,114,Maggie Noodles,2024-07-23,2024-11-10,635,125 gms,15.00,104.00,6,639,645,659.7142857,15.29394527,
27,114,Maggie Noodles,2024-07-23,2024-11-10,624,125 gms,15.00,104.00,6,635,639,653.1428571,14.4848032,
28,114,Maggie Noodles,2024-07-23,2024-11-10,611,125 gms,15.00,104.00,6,624,635,646,14.80990659,
29,114,Maggie Noodles,2024-07-23,2024-11-10,580,125 gms,15.00,104.00,6,611,624,638.1428571,16.87630066,
30,114,Maggie Noodles,2024-07-23,2024-11-10,559,125 gms,15.00,104.00,6,580,611,626.5714286,24.59577974,
31,114,Maggie Noodles,2024-07-23,2024-11-10,551,125 gms,15.00,104.00,6,559,580,613.2857143,32.43821967,
32,114,Maggie Noodles,2024-07-23,2024-11-10,529,125 gms,15.00,104.00,6,551,559,599.8571429,36.34294325,
33,114,Maggie Noodles,2024-07-23,2024-11-10,504,125 gms,15.00,104.00,6,529,551,584.1428571,40.17639677,
34,114,Maggie Noodles,2024-07-23,2024-11-10,487,125 gms,15.00,104.00,6,504,529,565.4285714,42.95290888,
35,114,Maggie Noodles,2024-07-23,2024-11-10,471,125 gms,15.00,104.00,6,487,504,545.8571429,43.02878328,
36,114,Maggie Noodles,2024-07-23,2024-11-10,453,125 gms,15.00,104.00,6,471,487,525.8571429,40.14319607,
37,114,Maggie Noodles,2024-07-23,2024-11-10,437,125 gms,15.00,104.00,6,453,471,507.7142857,40.2935656,
38,114,Maggie Noodles,2024-07-23,2024-11-10,421,125 gms,15.00,104.00,6,437,453,490.2857143,40.7950744,
39,114,Maggie Noodles,2024-07-23,2024-11-10,403,125 gms,15.00,104.00,6,421,437,471.7142857,38.04696346,
40,114,Maggie Noodles,2024-07-23,2024-11-10,387,125 gms,15.00,104.00,6,403,421,453.7142857,36.18800117,
41,114,Maggie Noodles,2024-07-23,2024-11-10,358,125 gms,15.00,104.00,6,387,403,437,36.11094017,
42,114,Maggie Noodles,2024-07-23,2024-11-10,321,125 gms,15.00,104.00,6,358,387,418.5714286,39.13164594,
43,114,Maggie Noodles,2024-07-23,2024-11-10,298,125 gms,15.00,104.00,6,321,358,397.1428571,46.08842433,
44,114,Maggie Noodles,2024-07-23,2024-11-10,257,125 gms,15.00,104.00,6,298,321,375,51.6752681,
45,114,Maggie Noodles,2024-07-23,2024-11-10,221,125 gms,15.00,104.00,6,257,298,349.2857143,59.82394806,
46,114,Maggie Noodles,2024-07-23,2024-11-10,203,125 gms,15.00,104.00,6,221,257,320.7142857,67.17319477,
47,114,Maggie Noodles,2024-07-23,2024-11-10,193,125 gms,15.00,104.00,6,203,221,292.1428571,68.85353676,
48,114,Maggie Noodles,2024-07-23,2024-11-10,178,125 gms,15.00,104.00,6,193,203,264.4285714,63.11327685,
49,114,Maggie Noodles,2024-07-23,2024-11-10,162,125 gms,15.00,104.00,6,178,193,238.7142857,54.75008154,
50,114,Maggie Noodles,2024-07-23,2024-11-10,151,125 gms,15.00,104.00,6,162,178,216,47.41307836,
51,114,Maggie Noodles,2024-07-23,2024-11-10,139,125 gms,15.00,104.00,6,151,162,195,36.29049462,
52,114,Maggie Noodles,2024-07-23,2024-11-10,124,125 gms,15.00,104.00,6,139,151,178.1428571,29.45294876,
53,114,Maggie Noodles,2024-07-23,2024-11-10,112,125 gms,15.00,104.00,6,124,139,164.2857143,28.7385588,
54,114,Maggie Noodles,2024-07-23,2024-11-10,103,125 gms,15.00,104.00,6,112,124,151.2857143,28.88894994,
55,114,Maggie Noodles,2024-07-23,2024-11-10,97,125 gms,15.00,104.00,6,103,112,138.4285714,27.20819204,
56,114,Maggie Noodles,2024-07-23,2024-11-10,84,125 gms,15.00,104.00,6,97,103,126.8571429,24.68081962,
57,114,Maggie Noodles,2024-07-23,2024-11-10,75,125 gms,15.00,104.00,6,84,97,115.7142857,23.76071187,
58,114,Maggie Noodles,2024-07-23,2024-11-10,62,125 gms,15.00,104.00,6,75,84,104.8571429,22.26678072,
59,114,Maggie Noodles,2024-07-23,2024-11-10,54,125 gms,15.00,104.00,6,62,75,93.85714286,21.59805988,
60,114,Maggie Noodles,2024-07-23,2024-11-10,50,125 gms,15.00,104.00,6,54,62,NA,NA,
1,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,1200,250 ml,30.00,104.00,41,NA,NA,NA,NA,
2,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,1154,250 ml,30.00,104.00,41,1200,NA,NA,NA,
